NORTHPORT SENIOR HIGH SCHOOL,94,100%,98%,94%,52%,72%,73%
NORTHRN ADIRONDACK,24,100%,96%,88%,33%,42%,50%
NORTHSIDE CHARTER HIGH SCHOOL,45,100%,91%,78%,16%,36%,47%
NORTHVILLE,19,100%,89%,89%,26%,37%,37%
NORTHVILLE HIGH SCHOOL,19,100%,89%,89%,26%,37%,37%
NORTHWEST COLLEGE PREP HIGH SCHOOL,0,0,0,0,0,0,0
NORWICH,39,100%,95%,79%,41%,59%,62%
NORWICH HIGH SCHOOL,39,100%,95%,79%,41%,59%,62%
NORWOOD NORFOLK,23,100%,100%,83%,22%,35%,43%
NORWOOD-NORFOLK SCHOOL,23,100%,100%,83%,22%,35%,43%
NOTTINGHAM HIGH SCHOOL,114,100%,94%,73%,22%,39%,42%
NY MILLS JUNIOR-SENIOR HIGH SCHOOL,16,100%,69%,63%,38%,44%,44%
NYACK,48,100%,92%,75%,40%,58%,63%
NYACK SENIOR HIGH SCHOOL,48,100%,92%,75%,40%,58%,63%
NYC CHARTER HS - AECI,37,100%,86%,70%,11%,43%,49%
NYC ISCHOOL,34,100%,100%,85%,35%,59%,59%
NYC LAB HS-COLLABORATIVE STUDIES,40,100%,98%,90%,25%,70%,75%
NYC MUSEUM SCHOOL,48,100%,96%,88%,31%,67%,69%
New York City Department of Education,23,095,100%,94%,82%,25%,52%,59%
OAKFIELD ALABAMA,22,100%,77%,68%,32%,45%,64%
OAKFIELD-ALABAMA MIDDLE/HIGH SCHOOL,22,100%,77%,68%,32%,45%,64%
OCEANSIDE,109,100%,97%,89%,41%,69%,78%
ODESSA MONTOUR,18,100%,89%,67%,22%,39%,44%
ODESSA-MONTOUR JR/SR HIGH SCHOOL,18,100%,89%,67%,22%,39%,44%
ODYSSEY ACADEMY,37,100%,92%,84%,49%,62%,76%
OGDENSBURG,41,100%,93%,88%,27%,46%,51%
OGDENSBURG FREE ACADEMY,41,100%,93%,88%,27%,46%,51%
OLEAN,43,100%,86%,79%,33%,60%,70%
OLEAN SENIOR HIGH SCHOOL,43,100%,86%,79%,33%,60%,70%
OLYMPIA HIGH SCHOOL,114,100%,82%,63%,21%,39%,46%
ONEIDA,47,100%,98%,89%,40%,62%,64%
ONEIDA SENIOR HIGH SCHOOL,47,100%,98%,89%,40%,62%,64%
ONEONTA,46,100%,91%,87%,48%,76%,76%
ONEONTA SENIOR HIGH SCHOOL,46,100%,91%,87%,48%,76%,76%
ONONDAGA,20,100%,80%,60%,40%,45%,70%
ONONDAGA SENIOR HIGH SCHOOL,20,100%,80%,60%,40%,45%,70%
ONTEORA,45,100%,91%,78%,36%,51%,56%
ONTEORA HIGH SCHOOL,45,100%,91%,78%,36%,51%,56%
OPPORTUNITY CHARTER SCHOOL,10,100%,90%,80%,20%,50%,60%
ORCHARD PARK,72,100%,99%,88%,39%,65%,71%
ORCHARD PARK HIGH SCHOOL,72,100%,99%,88%,39%,65%,71%
ORISKANY,19,100%,95%,74%,37%,53%,53%
ORISKANY JUNIOR-SENIOR HIGH SCHOOL,19,100%,95%,74%,37%,53%,53%
OSSINING,78,100%,97%,81%,28%,50%,60%
OSSINING HIGH SCHOOL,78,100%,97%,81%,28%,50%,60%
OSWEGO,98,100%,96%,78%,32%,57%,61%
OSWEGO HIGH SCHOOL,98,100%,96%,78%,32%,57%,61%
OTEGO-UNADILLA,26,100%,96%,73%,19%,38%,46%
OTSELIC VALLEY CENTRAL SCHOOL,12,100%,100%,83%,8%,58%,67%
OWEGO FREE ACADEMY,51,100%,96%,84%,29%,43%,51%
OWEGO-APALACHIN,51,100%,96%,84%,29%,43%,51%
OXFORD,26,100%,92%,81%,19%,35%,38%
OXFORD ACADEMY HIGH SCHOOL,26,100%,92%,81%,19%,35%,38%
OYSTER BAY,27,100%,93%,85%,48%,70%,78%
OYSTER BAY HIGH SCHOOL,27,100%,93%,85%,48%,70%,78%
PACE HIGH SCHOOL,40,100%,95%,75%,28%,35%,43%
PALISADE PREPARATORY SCHOOL,38,100%,97%,66%,8%,11%,16%
PALMYRA-MACEDON,56,100%,95%,75%,36%,57%,63%
PALMYRA-MACEDON SENIOR HIGH SCHOOL,56,100%,95%,75%,36%,57%,63%
PAN AMERICAN INTERNATIONAL HS,11,100%,100%,82%,9%,64%,64%
PAN AMERICAN INTERNATIONAL HS-MONROE,29,100%,86%,62%,14%,31%,45%
PANAMA,21,100%,86%,86%,57%,62%,62%
PANAMA HIGH SCHOOL,21,100%,86%,86%,57%,62%,62%
PARISHVILLE-HOPKINTON JR-SR HS,0,0,0,0,0,0,0
PARISHVL HOPKINTON,0,0,0,0,0,0,0
PARK EAST HIGH SCHOOL,38,100%,97%,79%,21%,45%,53%
PARK SLOPE COLLEGIATE,21,100%,95%,62%,0%,24%,38%
PATCHOGUE-MEDFORD,175,100%,93%,82%,35%,58%,62%
PATCHOGUE-MEDFORD HIGH SCHOOL,175,100%,93%,82%,35%,58%,62%
PATHWAYS COLLEGE PREPARATORY SCHOOL,0,0,0,0,0,0,0
PAUL D SCHREIBER SENIO HIGH SCHOOL,59,100%,95%,93%,36%,63%,75%
PAUL V MOORE HIGH SCHOOL,117,100%,89%,75%,27%,47%,50%
PAVILION,18,100%,94%,83%,61%,78%,78%
PAVILION JUNIOR-SENIOR HIGH SCHOOL,18,100%,94%,83%,61%,78%,78%
PAWLING,25,100%,88%,80%,40%,56%,64%
PAWLING HIGH SCHOOL,25,100%,88%,80%,40%,56%,64%
PEARL RIVER,38,100%,95%,89%,45%,71%,76%
PEARL RIVER HIGH SCHOOL,38,100%,95%,89%,45%,71%,76%
PEEKSKILL,69,100%,96%,74%,20%,36%,46%
PEEKSKILL HIGH SCHOOL,69,100%,96%,74%,20%,36%,46%
PELHAM,27,100%,96%,96%,30%,56%,59%
PELHAM MEMORIAL HIGH SCHOOL,27,100%,96%,96%,30%,56%,59%
PELHAM PREPARATORY ACADEMY,39,100%,92%,62%,13%,33%,41%
PEMBROKE,33,100%,94%,79%,36%,45%,55%
PEMBROKE JUNIOR-SENIOR HIGH SCHOOL,33,100%,94%,79%,36%,45%,55%
PENFIELD,88,100%,92%,85%,39%,56%,60%
PENFIELD SENIOR HIGH SCHOOL,88,100%,92%,85%,39%,56%,60%
PENN YAN,47,100%,87%,81%,45%,57%,64%
PENN YAN ACADEMY,47,100%,87%,81%,45%,57%,64%
PERF ARTS & TECH HIGH SCHOOL,25,100%,84%,60%,8%,28%,32%
PERRY,22,100%,91%,86%,27%,55%,59%
PERRY HIGH SCHOOL,22,100%,91%,86%,27%,55%,59%
PERU,41,100%,93%,83%,46%,59%,63%
PERU SECONDARY SCHOOL,41,100%,93%,83%,46%,59%,63%
PHELPS-CLIFTON SPR,50,100%,92%,82%,48%,72%,76%
PHOENIX,54,100%,91%,80%,30%,46%,56%
PIERSON MIDDLE/HIGH SCHOOL,11,100%,100%,82%,45%,73%,73%
PINE BUSH,114,100%,96%,86%,28%,54%,60%
PINE BUSH SENIOR HIGH SCHOOL,114,100%,96%,86%,28%,54%,60%
PINE PLAINS,13,100%,92%,85%,23%,31%,46%
PINE VALLEY,12,100%,100%,92%,33%,58%,67%
PINE VALLEY CENTRAL JR-SR HIGH SCH,12,100%,100%,92%,33%,58%,67%
PIONEER SENIOR HIGH SCHOOL,57,100%,84%,79%,32%,53%,65%
PITTSFORD,55,100%,96%,89%,49%,73%,76%
PITTSFORD SUTHERLAND HIGH SCHOOL,29,100%,93%,86%,48%,69%,72%
PITTSFORD-MENDON HIGH SCHOOL,26,100%,100%,92%,50%,77%,81%
PLAINEDGE,77,100%,91%,87%,42%,75%,81%
PLAINEDGE SENIOR HIGH SCHOOL,77,100%,91%,87%,42%,75%,81%
PLAINVIEW,62,100%,95%,94%,47%,71%,74%
PLAINVIEW-OLD BETHPAGE/JFK HS,62,100%,95%,94%,47%,71%,74%
PLATTSBURGH,53,100%,85%,74%,15%,40%,45%
PLATTSBURGH SENIOR HIGH SCHOOL,53,100%,85%,74%,15%,40%,45%
PLEASANTVILLE,12,100%,83%,75%,42%,50%,58%
PLEASANTVILLE HIGH SCHOOL,12,100%,83%,75%,42%,50%,58%
POLAND,16,100%,100%,81%,31%,38%,38%
POLAND JUNIOR-SENIOR HIGH SCHOOL,16,100%,100%,81%,31%,38%,38%
PORT BYRON,21,100%,95%,81%,29%,48%,48%
PORT BYRON SENIOR HIGH SCHOOL,21,100%,95%,81%,29%,48%,48%
PORT CHESTER SENIOR HIGH SCHOOL,78,100%,97%,87%,37%,60%,64%
PORT CHESTER-RYE,78,100%,97%,87%,37%,60%,64%
PORT JEFFERSON,10,100%,80%,70%,20%,40%,40%
PORT JERVIS,39,100%,90%,77%,31%,49%,51%
PORT JERVIS SENIOR HIGH SCHOOL,39,100%,90%,77%,31%,49%,51%
PORT RICHMOND HIGH SCHOOL,128,100%,97%,80%,23%,46%,48%
PORT WASHINGTON,59,100%,95%,93%,36%,63%,75%
PORTVILLE,19,100%,89%,68%,42%,53%,58%
PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,19,100%,89%,68%,42%,53%,58%
POTSDAM,20,100%,100%,90%,50%,60%,65%
POTSDAM SENIOR HIGH SCHOOL,20,100%,100%,90%,50%,60%,65%
POUGHKEEPSIE,77,100%,90%,71%,30%,49%,53%
POUGHKEEPSIE HIGH SCHOOL,77,100%,90%,71%,30%,49%,53%
PRATTSBURGH,14,100%,71%,64%,21%,43%,43%
PRATTSBURGH CENTRAL SCHOOL,14,100%,71%,64%,21%,43%,43%
PREP ACADEMY FOR WRITERS,0,0,0,0,0,0,0
PROFESSIONAL PERF ARTS HIGH SCHOOL,15,100%,100%,93%,40%,60%,60%
PROGRESS HS-PROFESSIONAL CAREERS,76,100%,88%,78%,17%,42%,51%
PULASKI,22,100%,91%,82%,32%,45%,50%
PULASKI HIGH SCHOOL,22,100%,91%,82%,32%,45%,50%
PUTNAM VALLEY,33,100%,100%,88%,27%,58%,61%
PUTNAM VALLEY HIGH SCHOOL,33,100%,100%,88%,27%,58%,61%
QUEENS ACADEMY HIGH SCHOOL,14,100%,71%,29%,7%,21%,36%
QUEENS COLLEGIATE,44,100%,93%,77%,25%,43%,43%
QUEENS GATEWAY TO HEALTH SCI SEC,56,100%,95%,91%,34%,77%,77%
QUEENS HIGH SCHOOL OF TEACHING,124,100%,96%,85%,15%,48%,55%
QUEENS HIGH SCHOOL SCI AT YORK COLL,40,100%,98%,98%,50%,70%,73%
QUEENS HS FOR INFOR AND RESEARCH,14,100%,100%,57%,14%,36%,43%
QUEENS METROPOLITAN HIGH SCHOOL,113,100%,93%,76%,20%,52%,54%
QUEENS PREP ACADEMY,31,100%,90%,84%,16%,35%,48%
QUEENS SCHOOL OF INQUIRY (THE),36,100%,97%,94%,53%,81%,81%
QUEENS VOCATIONAL-TECHNICAL HS,116,100%,94%,91%,15%,49%,59%
QUEENSBURY,93,100%,87%,77%,28%,52%,60%
QUEENSBURY SENIOR HIGH SCHOOL,93,100%,87%,77%,28%,52%,60%
Queens - District 24 (NYC),951,100%,95%,83%,23%,52%,61%
Queens - District 25 (NYC),824,100%,95%,84%,24%,57%,64%
Queens - District 26 (NYC),1,438,100%,97%,89%,30%,61%,66%
Queens - District 27 (NYC),716,100%,93%,77%,17%,45%,53%
Queens - District 28 (NYC),1,351,100%,96%,85%,25%,57%,63%
Queens - District 29 (NYC),187,100%,93%,77%,17%,41%,50%
Queens - District 30 (NYC),861,100%,96%,85%,25%,55%,62%
RACHEL CARSON HS FOR COASTAL STUDIES,38,100%,100%,92%,11%,39%,61%
RALPH R MCKEE CAREER-TECH HIGH SCH,31,100%,100%,74%,13%,32%,35%
RAMAPO,76,100%,97%,91%,54%,74%,76%
RAMAPO HIGH SCHOOL,80,100%,91%,81%,25%,41%,46%
RANDOLPH,30,100%,97%,87%,37%,50%,53%
RANDOLPH SENIOR HIGH SCHOOL,30,100%,97%,87%,37%,50%,53%
RAVENA COEYMANS,44,100%,86%,75%,32%,50%,59%
RAVENA-COEYMANS-SELKIRK SR HS,44,100%,86%,75%,32%,50%,59%
RED CREEK,24,100%,100%,100%,38%,58%,58%
RED CREEK HIGH SCHOOL,24,100%,100%,100%,38%,58%,58%
RED HOOK,41,100%,88%,80%,51%,66%,66%
RED HOOK SENIOR HIGH SCHOOL,41,100%,88%,80%,51%,66%,66%
RED JACKET HIGH SCHOOL,19,100%,89%,79%,42%,58%,63%
REMSEN,12,100%,100%,92%,50%,67%,75%
REMSEN JUNIOR-SENIOR HIGH SCHOOL,12,100%,100%,92%,50%,67%,75%
RENAISSANCE CHARTER HS-INNOVATION,24,100%,96%,71%,8%,38%,50%
RENAISSANCE CHARTER SCHOOL (THE),23,100%,100%,91%,17%,57%,57%
RENAISSANCE HIGH SCHOOL-MTT,38,100%,89%,76%,18%,50%,50%
RENSSELAER,13,100%,85%,54%,15%,23%,31%
RENSSELAER JUNIOR/SENIOR HIGH,13,100%,85%,54%,15%,23%,31%
REPERTORY COMPANY HS FOR THEATRE ART,17,100%,100%,71%,12%,41%,47%
RHINEBECK,14,100%,93%,93%,50%,79%,79%
RHINEBECK SENIOR HIGH SCHOOL,14,100%,93%,93%,50%,79%,79%
RICHARD R GREEN HS OF TEACHING,46,100%,98%,83%,24%,52%,52%
RICHFIELD SPRINGS CENTRAL SCHOOL,13,100%,85%,69%,23%,23%,31%
RICHFIELD SPRINGS CSD,13,100%,85%,69%,23%,23%,31%
RICHMOND HILL HIGH SCHOOL,138,100%,93%,80%,14%,40%,46%
RIVERDALE/KINGSBRIDGE (MS/HS 141),59,100%,100%,86%,24%,56%,63%
RIVERHEAD,70,100%,93%,76%,36%,54%,57%
RIVERHEAD SENIOR HIGH SCHOOL,70,100%,93%,76%,36%,54%,57%
RIVERSIDE HIGH SCHOOL,68,100%,87%,60%,16%,34%,37%
ROBERT BROWN SCHOOL-CONSTRUC/DESIGN,20,100%,80%,55%,20%,25%,40%
ROBERT F KENNEDY COMMUNITY HS,72,100%,94%,85%,14%,54%,63%
ROBERT F WAGNER JR SECONDARY SCHOOL,42,100%,95%,88%,31%,64%,69%
ROBERT H GODDARD HS-COMM/TECH,58,100%,95%,79%,19%,52%,59%
ROCHESTER,417,100%,84%,60%,11%,25%,32%
ROCHESTER ACADEMY CHARTER SCHOOL,24,100%,83%,42%,0%,0%,0%
ROCHESTER EARLY COLLEGE INTERNA HS,23,100%,91%,70%,17%,30%,43%
ROCKAWAY PARK HS-ENVIORNMENT SUSTAIN,18,100%,89%,61%,22%,50%,56%
ROCKVILLE CENTRE,48,100%,96%,83%,38%,52%,60%
ROCKY POINT,53,100%,91%,77%,36%,55%,60%
ROCKY POINT HIGH SCHOOL,53,100%,91%,77%,36%,55%,60%
ROME,128,100%,91%,77%,38%,55%,59%
ROME FREE ACADEMY,128,100%,91%,77%,38%,55%,59%
RONDOUT VALLEY,65,100%,85%,69%,28%,40%,40%
RONDOUT VALLEY HIGH SCHOOL,65,100%,85%,69%,28%,40%,40%
ROOSEVELT,46,100%,98%,96%,37%,57%,63%
ROOSEVELT HIGH SCHOOL,46,100%,98%,96%,37%,57%,63%
ROSCOE,0,0,0,0,0,0,0
ROSCOE CENTRAL SCHOOL,0,0,0,0,0,0,0
ROSLYN,46,100%,93%,83%,50%,76%,78%
ROSLYN HIGH SCHOOL,46,100%,93%,83%,50%,76%,78%
ROXBURY,11,100%,91%,73%,55%,64%,64%
ROXBURY CENTRAL SCHOOL,11,100%,91%,73%,55%,64%,64%
ROY C KETCHAM SENIOR HIGH SCH,102,100%,96%,83%,42%,60%,68%
ROYALTON HARTLAND,27,100%,89%,81%,26%,56%,59%
ROYALTON-HARTLAND HIGH SCHOOL,27,100%,89%,81%,26%,56%,59%
RUSH HENRIETTA,151,100%,94%,79%,34%,60%,68%
RUSH-HENRIETTA SENIOR HIGH SCHOOL,151,100%,94%,79%,34%,60%,68%
RYE,0,0,0,0,0,0,0
RYE HIGH SCHOOL,0,0,0,0,0,0,0
RYE NECK,18,100%,100%,94%,67%,94%,94%
RYE NECK SENIOR HIGH SCHOOL,18,100%,100%,94%,67%,94%,94%
S S SEWARD INSTITUTE,14,100%,100%,93%,64%,79%,79%
SACHEM,310,100%,94%,87%,35%,61%,69%
SACHEM HIGH SCHOOL EAST,147,100%,95%,87%,30%,61%,69%
SACHEM HIGH SCHOOL NORTH,163,100%,93%,87%,39%,61%,69%
SACKETS HARBOR,0,0,0,0,0,0,0
SACKETS HARBOR CENTRAL SCHOOL,0,0,0,0,0,0,0
SAG HARBOR,11,100%,100%,82%,45%,73%,73%
SALAMANCA,31,100%,84%,61%,32%,45%,48%
SALAMANCA JUNIOR/SENIOR HIGH SCHOOL,31,100%,84%,61%,32%,45%,48%
SALEM,16,100%,88%,50%,13%,19%,25%
SALEM HIGH SCHOOL,16,100%,88%,50%,13%,19%,25%
SALMON RIVER,27,100%,81%,74%,26%,41%,41%
SALMON RIVER HIGH SCHOOL,27,100%,81%,74%,26%,41%,41%
SANDY CREEK,18,100%,72%,44%,11%,11%,22%
SANDY CREEK HIGH SCHOOL,18,100%,72%,44%,11%,11%,22%
SANFORD H CALHOUN HIGH SCHOOL,59,100%,97%,92%,51%,73%,73%
SARANAC,33,100%,94%,85%,36%,70%,73%
SARANAC HIGH SCHOOL,33,100%,94%,85%,36%,70%,73%
SARANAC LAKE,35,100%,86%,71%,26%,37%,40%
SARANAC LAKE SENIOR HIGH SCHOOL,35,100%,86%,71%,26%,37%,40%
SARATOGA SPRINGS,120,100%,87%,73%,38%,55%,63%
SARATOGA SPRINGS HIGH SCHOOL,120,100%,87%,73%,38%,55%,63%
SATELLITE ACADEMY HIGH SCHOOL,11,100%,73%,36%,0%,18%,18%
SAUGERTIES,61,100%,92%,77%,21%,36%,39%
SAUGERTIES SENIOR HIGH SCHOOL,61,100%,92%,77%,21%,36%,39%
SAUNDERS TRADES & TECH SR HIGH SCH,112,100%,98%,88%,21%,50%,60%
SAUQUOIT VALLEY,41,100%,93%,76%,29%,49%,59%
SAUQUOIT VALLEY HIGH SCHOOL,41,100%,93%,76%,29%,49%,59%
SAYVILLE,53,100%,92%,85%,38%,57%,70%
SAYVILLE HIGH SCHOOL,53,100%,92%,85%,38%,57%,70%
SCARSDALE,12,100%,92%,83%,50%,67%,67%
SCARSDALE SENIOR HIGH SCHOOL,12,100%,92%,83%,50%,67%,67%
SCH FOR CLASSICS: AN ACADEMY-TWP,0,0,0,0,0,0,0
SCHALMONT,41,100%,93%,80%,37%,56%,59%
SCHALMONT HIGH SCHOOL,41,100%,93%,80%,37%,56%,59%
SCHENECTADY,186,100%,82%,67%,20%,33%,39%
SCHENECTADY HIGH SCHOOL,186,100%,82%,67%,20%,33%,39%
SCHENEVUS,11,100%,73%,73%,27%,36%,36%
SCHENEVUS CENTRAL SCHOOL,11,100%,73%,73%,27%,36%,36%
SCHODACK,11,100%,64%,64%,27%,36%,55%
SCHOHARIE,25,100%,88%,76%,32%,52%,56%
SCHOHARIE HIGH SCHOOL,25,100%,88%,76%,32%,52%,56%
SCHOLARS' ACADEMY,54,100%,96%,83%,35%,67%,72%
SCHOOL 7-OCEANSIDE SENIOR HS,108,100%,97%,90%,42%,69%,79%
SCHOOL FOR EXCELLENCE,14,100%,86%,79%,21%,43%,64%
SCHOOL FOR HUMAN RIGHTS (THE),16,100%,94%,63%,19%,31%,38%
SCHOOL FOR INTNTL STUDIES,31,100%,90%,84%,6%,32%,42%
SCHOOL FOR LEGAL STUDIES,37,100%,81%,59%,11%,30%,32%
SCHOOL OF THE ARTS,70,100%,86%,59%,16%,30%,36%
SCHOOL OF THE FUTURE HIGH SCHOOL,34,100%,97%,91%,21%,47%,53%
SCHOOL WITHOUT WALLS,28,100%,89%,57%,11%,21%,29%
SCHROON LAKE,0,0,0,0,0,0,0
SCHROON LAKE CENTRAL SCHOOL,0,0,0,0,0,0,0
SCHUYLERVILLE,40,100%,95%,93%,30%,45%,60%
SCHUYLERVILLE HIGH SCHOOL,40,100%,95%,93%,30%,45%,60%
SCIENCE SKILLS CENTER HIGH SCHOOL,30,100%,93%,77%,17%,53%,60%
SCIENCE, TECH & RESEARCH HIGH SCH,29,100%,100%,83%,31%,52%,55%
SCIO,15,100%,87%,73%,47%,60%,60%
SCIO CENTRAL SCHOOL,15,100%,87%,73%,47%,60%,60%
SCOTIA GLENVILLE,40,100%,93%,93%,50%,70%,75%
SCOTIA-GLENVILLE SENIOR HIGH SCHOOL,40,100%,93%,93%,50%,70%,75%
SEAFORD,43,100%,95%,95%,49%,72%,79%
SEAFORD SENIOR HIGH SCHOOL,43,100%,95%,95%,49%,72%,79%
SECONDARY SCHOOL FOR JOURNALISM,17,100%,94%,76%,6%,29%,41%
SECONDARY SCHOOL FOR LAW,31,100%,100%,81%,19%,58%,58%
SENECA FALLS,30,100%,97%,87%,33%,53%,60%
SEWANHAKA,465,100%,94%,86%,31%,57%,65%
SEWANHAKA HIGH SCHOOL,116,100%,95%,91%,33%,59%,68%
SHAKER HIGH SCHOOL,127,100%,86%,77%,34%,55%,61%
SHARON SPRINGS,0,0,0,0,0,0,0
SHARON SPRINGS CENTRAL SCHOOL,0,0,0,0,0,0,0
SHENENDEHOWA,143,100%,87%,78%,36%,56%,63%
SHENENDEHOWA HIGH SCHOOL,143,100%,87%,78%,36%,56%,63%
SHERBURNE EARLVL,36,100%,83%,72%,44%,61%,61%
SHERBURNE-EARLVILLE SENIOR HIGH SCH,36,100%,83%,72%,44%,61%,61%
SHERMAN,14,100%,79%,50%,29%,29%,29%
SHERMAN HIGH SCHOOL,14,100%,79%,50%,29%,29%,29%
SHERRILL,58,100%,84%,74%,29%,47%,53%
SHOREHAM-WADING R,36,100%,94%,86%,44%,72%,75%
SHOREHAM-WADING RIVER HIGH SCHOOL,36,100%,94%,86%,44%,72%,75%
SIDNEY,21,100%,81%,67%,19%,33%,48%
SIDNEY HIGH SCHOOL,21,100%,81%,67%,19%,33%,48%
SILVER CREEK,26,100%,92%,81%,31%,50%,58%
SILVER CREEK HIGH SCHOOL,26,100%,92%,81%,31%,50%,58%
SKANEATELES,28,100%,96%,89%,50%,68%,75%
SKANEATELES SENIOR HIGH SCHOOL,28,100%,96%,89%,50%,68%,75%
SLEEPY HOLLOW HIGH SCHOOL,72,100%,92%,79%,28%,44%,50%
SLOAN,34,100%,85%,65%,21%,44%,47%
SMITHTOWN,139,100%,92%,83%,34%,65%,69%
SMITHTOWN HIGH SCHOOL-EAST,68,100%,87%,76%,35%,63%,69%
SMITHTOWN HIGH SCHOOL-WEST,71,100%,97%,89%,32%,68%,69%
SODUS,24,100%,92%,79%,50%,67%,67%
SODUS HIGH SCHOOL,24,100%,92%,79%,50%,67%,67%
SOLVAY,54,100%,80%,63%,30%,44%,52%
SOLVAY HIGH SCHOOL,54,100%,80%,63%,30%,44%,52%
SOMERS,33,100%,97%,97%,39%,64%,67%
SOMERS SENIOR HIGH SCHOOL,33,100%,97%,97%,39%,64%,67%
SOUTH BRONX PREPARATORY,32,100%,91%,72%,13%,38%,41%
SOUTH COLONIE,131,100%,91%,77%,43%,61%,65%
SOUTH COUNTRY,74,100%,91%,82%,18%,42%,45%
SOUTH GLENS FALLS,92,100%,86%,73%,29%,47%,52%
SOUTH GLENS FALLS SENIOR HIGH SCHOOL,92,100%,86%,73%,29%,47%,52%
SOUTH HUNTINGTON,106,100%,93%,86%,25%,45%,54%
SOUTH JEFFERSON,45,100%,87%,78%,29%,53%,60%
SOUTH JEFFERSON HIGH SCHOOL,45,100%,87%,78%,29%,53%,60%
SOUTH KORTRIGHT,0,0,0,0,0,0,0
SOUTH KORTRIGHT CENTRAL SCHOOL,0,0,0,0,0,0,0
SOUTH LEWIS,29,100%,100%,79%,41%,59%,62%
SOUTH LEWIS HIGH SCHOOL,29,100%,100%,79%,41%,59%,62%
SOUTH ORANGETOWN,55,100%,98%,91%,51%,67%,73%
SOUTH PARK HIGH SCHOOL,69,100%,81%,49%,9%,20%,23%
SOUTH SENECA,15,100%,93%,73%,33%,47%,47%
SOUTH SENECA MIDDLE/HIGH SCHOOL,15,100%,93%,73%,33%,47%,47%
SOUTH SIDE HIGH SCHOOL,48,100%,96%,83%,38%,52%,60%
SOUTHAMPTON,26,100%,88%,81%,27%,46%,50%
SOUTHAMPTON HIGH SCHOOL,26,100%,88%,81%,27%,46%,50%
SOUTHERN CAYUGA,0,0,0,0,0,0,0
SOUTHERN CAYUGA 7-12 SECONDARY SCH,0,0,0,0,0,0,0
SOUTHOLD,14,100%,93%,79%,36%,50%,50%
SOUTHOLD JUNIOR-SENIOR HIGH SCHOOL,14,100%,93%,79%,36%,50%,50%
SOUTHSIDE HIGH SCHOOL,46,100%,96%,76%,28%,37%,41%
SOUTHWESTERN,37,100%,89%,78%,46%,51%,54%
SOUTHWESTERN SENIOR HIGH SCHOOL,37,100%,89%,78%,46%,51%,54%
SPACKENKILL,25,100%,88%,80%,28%,48%,56%
SPACKENKILL HIGH SCHOOL,25,100%,88%,80%,28%,48%,56%
SPENCER VAN ETTEN,27,100%,93%,81%,30%,48%,52%
SPENCER-VAN ETTEN HIGH SCHOOL,27,100%,93%,81%,30%,48%,52%
SPENCERPORT,89,100%,89%,79%,36%,63%,66%
SPENCERPORT HIGH SCHOOL,89,100%,89%,79%,36%,63%,66%
SPRING VALLEY HIGH SCHOOL,70,100%,96%,89%,20%,53%,59%
SPRINGVILLE-GRIFF,45,100%,93%,84%,42%,62%,73%
ST LAWRENCE HIGH SCHOOL,25,100%,84%,72%,32%,36%,36%
ST REGIS FALLS,17,100%,94%,88%,47%,65%,71%
ST REGIS FALLS CENTRAL SCHOOL,17,100%,94%,88%,47%,65%,71%
STAMFORD,18,100%,89%,83%,50%,72%,78%
STAMFORD CENTRAL SCHOOL,18,100%,89%,83%,50%,72%,78%
STARPOINT,72,100%,90%,82%,39%,63%,72%
STARPOINT HIGH SCHOOL,72,100%,90%,82%,39%,63%,72%
STATEN ISLAND TECH HIGH SCHOOL,84,100%,99%,94%,69%,87%,87%
STILLWATER,16,100%,94%,81%,25%,50%,56%
STILLWATER MIDDLE SCHOOL HIGH SCHOOL,16,100%,94%,81%,25%,50%,56%
STISSING MOUNTAIN HIGH SCHOOL,13,100%,92%,85%,23%,31%,46%
STOCKBRIDGE VALLEY,15,100%,87%,73%,7%,33%,40%
STOCKBRIDGE VALLEY CENTRAL SCHOOL,15,100%,87%,73%,7%,33%,40%
STUYVESANT HIGH SCHOOL,266,100%,98%,96%,69%,85%,86%
SUFFERN SENIOR HIGH SCHOOL,76,100%,97%,91%,54%,74%,76%
SULLIVAN WEST HIGH SCHOOL,34,100%,94%,85%,50%,65%,71%
SUNSET PARK HIGH SCHOOL,112,100%,91%,71%,7%,34%,45%
SUSAN E WAGNER HIGH SCHOOL,227,100%,95%,87%,32%,60%,65%
SUSQUEHANNA VALLEY,48,100%,88%,73%,31%,44%,48%
SUSQUEHANNA VALLEY SENIOR HIGH SCH,48,100%,88%,73%,31%,44%,48%
SWEET HOME,106,100%,92%,78%,27%,54%,61%
SWEET HOME SENIOR HIGH SCHOOL,106,100%,92%,78%,27%,54%,61%
SYOSSET,91,100%,90%,89%,52%,77%,79%
SYOSSET SENIOR HIGH SCHOOL,91,100%,90%,89%,52%,77%,79%
SYRACUSE,464,100%,90%,66%,16%,30%,36%
SYRACUSE ACAD-SCI CHARTER SCH,21,100%,86%,67%,14%,33%,43%
Staten Island - District 31 (NYC),1,192,100%,95%,83%,31%,55%,59%
TACONIC HILLS,29,100%,86%,79%,52%,62%,62%
TACONIC HILLS JUNIOR/SENIOR HIGH,29,100%,86%,79%,52%,62%,62%
TALENT UNLIMITED HIGH SCHOOL,60,100%,92%,83%,28%,48%,50%
